,labels,img_name
116,psoriasis,psoriasis-of-hands10.jpg
117,psoriasis,filariasis4.jpg
118,psoriasis,psoriasis-in-a-child14.jpg
119,psoriasis,psoriasis-pustular35.jpg
120,psoriasis,psoriasis_nail73.jpg
121,psoriasis,psoriasis-pustular62.jpg
122,psoriasis,psoriasis_nail57.jpg
123,psoriasis,psoriasis_chronic_plaque23.jpg
124,psoriasis,psoriasis_chronic_plaque38.jpg
125,psoriasis,psoriasis_nail35.jpg
126,psoriasis,psoriasis-inversa45.jpg
127,psoriasis,psoriasis_guttate41.jpg
128,psoriasis,psoriasis_nail105.jpg
129,psoriasis,psoriasis30.jpg
130,psoriasis,parapsoriasis-en-goutte1.jpg
131,psoriasis,psoriasis-inversa10.jpg
132,psoriasis,psoriasis69.jpg
133,psoriasis,psoriasis-inversa5.jpg
134,psoriasis,psoriasis_nail111.jpg
135,psoriasis,psoriasis_nail51.jpg
136,psoriasis,psoriasis_nail78.jpg
137,psoriasis,psoriasis_guttate9.jpg
138,psoriasis,psoriasis_nail107.jpg
139,psoriasis,psoriasis53.jpg
140,psoriasis,psoriasis-arthropathica3.jpg
141,psoriasis,psoriasis88.jpg
142,psoriasis,psoriasis-of-hands3.jpg
143,psoriasis,psoriasis-scalp10.jpg
144,psoriasis,psoriasis_nail58.jpg
145,psoriasis,psoriasis97.jpg
146,psoriasis,psoriasis_nail92.jpg
147,psoriasis,psoriasis_guttate5.jpg
148,psoriasis,psoriasis58.jpg
149,psoriasis,psoriasis_nail88.jpg
150,psoriasis,psoriasis2.jpg
151,psoriasis,psoriasis_guttate2.jpg
152,psoriasis,psoriasis-of-hands14.jpg
153,psoriasis,parapsoriasis-en-goutte2.jpg
154,psoriasis,psoriasis_nail9.jpg
155,psoriasis,psoriasis-pustular67.jpg
156,psoriasis,psoriasis41.jpg
157,psoriasis,psoriasis_nail77.jpg
158,psoriasis,psoriasis_nail63.jpg
159,psoriasis,psoriasis-inversa13.jpg
160,psoriasis,red-psoriais1.jpg
161,psoriasis,psoriasis-genital5.jpg
162,psoriasis,psoriasis_nail14.jpg
163,psoriasis,psoriasis-inversa22.jpg
164,psoriasis,inverse_psoriasis5.jpg
165,psoriasis,psoriasis-pustular22.jpg
166,psoriasis,psoriasis-pustular7.jpg
167,psoriasis,psoriasis_nail42.jpg
168,psoriasis,psoriasis-inversa2.jpg
169,psoriasis,psoriasis_nail94.jpg
170,psoriasis,sebopsoriasis4.jpg
171,psoriasis,psoriasis-arthropathica16.jpg
172,psoriasis,psoriasis_chronic_plaque2.jpg
173,psoriasis,psoriasis47.jpg
174,psoriasis,parapsoriasis-large-plaque6.jpg
175,psoriasis,psoriasis-genital24.jpg
176,psoriasis,psoriasis-pustular18.jpg
177,psoriasis,psoriasis77.jpg
178,psoriasis,psoriasis_nail12.jpg
179,psoriasis,psoriasis_nail38.jpg
180,psoriasis,psoriasis_nail48.jpg
181,psoriasis,psoriasis-scalp14.jpg
182,psoriasis,psoriasis59.jpg
183,psoriasis,psoriasis-pustular43.jpg
184,psoriasis,psoriasis_nail23.jpg
185,psoriasis,red-psoriais2.jpg
186,psoriasis,psoriasis31.jpg
187,psoriasis,psoriasis-pustular36.jpg
188,psoriasis,psoriasis32.jpg
189,psoriasis,psoriasis85.jpg
190,psoriasis,psoriasis-genital16.jpg
191,psoriasis,filariasis5.jpg
192,psoriasis,psoriasis_chronic_plaque11.jpg
193,psoriasis,filariasis1.jpg
194,psoriasis,psoriasis82.jpg
195,psoriasis,psoriasis-genital17.jpg
196,psoriasis,psoriasis_nail11.jpg
197,psoriasis,psoriasis55.jpg
198,psoriasis,psoriasis-scalp23.jpg
199,psoriasis,psoriasis-arthropathica20.jpg
200,psoriasis,psoriasis-arthropathica8.jpg
201,psoriasis,psoriasis_chronic_plaque26.jpg
202,psoriasis,psoriasis-inversa21.jpg
203,psoriasis,psoriasis-in-a-child3.jpg
204,psoriasis,psoriasis-inversa34.jpg
205,psoriasis,parapsoriasis-large-plaque15.jpg
206,psoriasis,psoriasis-inversa12.jpg
207,psoriasis,psoriasis-genital10.jpg
208,psoriasis,psoriasis-inversa36.jpg
209,psoriasis,psoriasis-scalp8.jpg
210,psoriasis,psoriasis_guttate43.jpg
211,psoriasis,psoriasis_guttate31.jpg
212,psoriasis,psoriasis_guttate27.jpg
213,psoriasis,psoriasis_nail19.jpg
214,psoriasis,psoriasis-arthropathica19.jpg
215,psoriasis,psoriasis_nail91.jpg
216,psoriasis,psoriasis61.jpg
217,psoriasis,parapsoriasis-large-plaque18.jpg
218,psoriasis,psoriasis_chronic_plaque24.jpg
219,psoriasis,psoriasis_nail10.jpg
220,psoriasis,psoriasis-congenital2.jpg
221,psoriasis,psoriasis-pustular17.jpg
222,psoriasis,arthropathic_psoriasis1.jpg
223,psoriasis,psoriasis_chronic_plaque21.jpg
224,psoriasis,psoriasis-arthropathica6.jpg
225,psoriasis,psoriasis45.jpg
226,psoriasis,psoriasis_guttate28.jpg
227,psoriasis,psoriasis_chronic_plaque14.jpg
228,psoriasis,psoriasis-psoriasis_after_erysipelas2.jpg
229,psoriasis,psoriasis_nail65.jpg
230,psoriasis,psoriasis-pustular74.jpg
231,psoriasis,psoriasis-pustular31.jpg
232,psoriasis,inverse_psoriasis3.jpg
233,psoriasis,psoriasis-inversa4.jpg
234,psoriasis,psoriasis-inversa30.jpg
235,psoriasis,psoriasis-pustular66.jpg
236,psoriasis,psoriasis62.jpg
237,psoriasis,generalised_pustular_psoriasis14.jpg
238,psoriasis,psoriasis_chronic_plaque22.jpg
239,psoriasis,psoriasis-in-a-child10.jpg
240,psoriasis,psoriasis-pustular80.jpg
241,psoriasis,psoriasis-pustular9.jpg
242,psoriasis,psoriasis_nail66.jpg
243,psoriasis,psoriasis68.jpg
244,psoriasis,psoriasis-of-hands4.jpg
245,psoriasis,psoriasis-palms-soles7.jpg
246,psoriasis,psoriasis_guttate33.jpg
247,psoriasis,psoriasis-in-a-child2.jpg
248,psoriasis,psoriasis83.jpg
249,psoriasis,psoriasis-inversa33.jpg
250,psoriasis,psoriasis-scalp1.jpg
251,psoriasis,psoriasis-genital6.jpg
252,psoriasis,psoriasis-inversa26.jpg
253,psoriasis,psoriasis-pustular45.jpg
254,psoriasis,psoriasis-in-a-child13.jpg
255,psoriasis,psoriasis-inversa44.jpg
256,psoriasis,psoriasis-genital20.jpg
257,psoriasis,psoriasis_nail54.jpg
258,psoriasis,psoriasis_nail20.jpg
259,psoriasis,psoriasis_nail79.jpg
260,psoriasis,psoriasis_nail95.jpg
261,psoriasis,psoriasis_nail2.jpg
262,psoriasis,parapsoriasis-small-plaque-type2.jpg
263,psoriasis,psoriasis-pustular49.jpg
264,psoriasis,psoriasis-pustular42.jpg
265,psoriasis,psoriasis70.jpg
266,psoriasis,psoriasis80.jpg
267,psoriasis,psoriasis-palms-soles4.jpg
268,psoriasis,psoriasis_nail60.jpg
269,psoriasis,psoriasis37.jpg
270,psoriasis,psoriasis_guttate6.jpg
271,psoriasis,psoriasis_guttate40.jpg
272,psoriasis,psoriasis-of-hands12.jpg
273,psoriasis,psoriasis_nail40.jpg
274,psoriasis,psoriasis-of-hands16.jpg
275,psoriasis,psoriasis-scalp12.jpg
276,psoriasis,parapsoriasis-large-plaque3.jpg
277,psoriasis,psoriasis_guttate12.jpg
278,psoriasis,psoriasis_guttate34.jpg
279,psoriasis,generalised_pustular_psoriasis7.jpg
280,psoriasis,psoriasis_chronic_plaque36.jpg
281,psoriasis,psoriasis_nail106.jpg
282,psoriasis,psoriasis_nail101.jpg
283,psoriasis,psoriasis96.jpg
284,psoriasis,filariasis3.jpg
285,psoriasis,psoriasis-genital8.jpg
286,psoriasis,psoriasis_chronic_plaque30.jpg
287,psoriasis,psoriasis_nail70.jpg
288,psoriasis,psoriasis-arthropathica12.jpg
289,psoriasis,psoriasis_nail67.jpg
290,psoriasis,psoriasis_nail102.jpg
291,psoriasis,psoriasis_guttate13.jpg
292,psoriasis,psoriasis-genital9.jpg
293,psoriasis,psoriasis40.jpg
294,psoriasis,psoriasis71.jpg
295,psoriasis,psoriasis_chronic_plaque25.jpg
296,psoriasis,psoriasis_nail5.jpg
297,psoriasis,psoriasis_nail25.jpg
298,psoriasis,psoriasis-pustular28.jpg
299,psoriasis,psoriasis-inversa17.jpg
300,psoriasis,psoriasis48.jpg
301,psoriasis,psoriasis-pustular41.jpg
302,psoriasis,psoriasis_nail86.jpg
303,psoriasis,psoriasis-inversa14.jpg
304,psoriasis,psoriasis_chronic_plaque4.jpg
305,psoriasis,psoriasis-pustular81.jpg
306,psoriasis,psoriasis_guttate7.jpg
307,psoriasis,psoriasis-inversa40.jpg
308,psoriasis,psoriasis_guttate29.jpg
309,psoriasis,psoriasis_guttate10.jpg
310,psoriasis,psoriasis-inversa46.jpg
311,psoriasis,parapsoriasis-large-plaque20.jpg
312,psoriasis,psoriasis-inversa47.jpg
313,psoriasis,psoriasis91.jpg
314,psoriasis,psoriasis_nail112.jpg
315,psoriasis,psoriasis-of-hands1.jpg
316,psoriasis,psoriasis42.jpg
317,psoriasis,psoriasis60.jpg
318,psoriasis,psoriasis_nail87.jpg
319,psoriasis,psoriasis-scalp7.jpg
320,psoriasis,psoriasis_chronic_plaque10.jpg
321,psoriasis,psoriasis_chronic_plaque35.jpg
322,psoriasis,psoriasis52.jpg
323,psoriasis,psoriasis46.jpg
324,psoriasis,psoriasis_nail8.jpg
325,psoriasis,psoriasis_nail72.jpg
326,psoriasis,psoriasis_guttate44.jpg
327,psoriasis,psoriasis98.jpg
328,psoriasis,psoriasis-genital2.jpg
329,psoriasis,psoriasis-scalp22.jpg
330,psoriasis,sebopsoriasis2.jpg
331,psoriasis,psoriasis-arthropathica14.jpg
332,psoriasis,generalised_pustular_psoriasis5.jpg
333,psoriasis,psoriasis-palms-soles3.jpg
334,psoriasis,psoriasis-scalp11.jpg
335,psoriasis,psoriasis_guttate11.jpg
336,psoriasis,psoriasis9.jpg
337,psoriasis,psoriasis-pustular1.jpg
338,psoriasis,psoriasis_nail71.jpg
339,psoriasis,psoriasis-inversa32.jpg
340,psoriasis,psoriasis-genital3.jpg
341,psoriasis,psoriasis7.jpg
342,psoriasis,psoriasis-inversa15.jpg
343,psoriasis,psoriasis_nail22.jpg
344,psoriasis,oxyuriasis1.jpg
345,psoriasis,psoriasis_nail47.jpg
346,psoriasis,psoriasis-inversa18.jpg
347,psoriasis,parapsoriasis-small-plaque-type1.jpg
348,psoriasis,psoriasis-in-a-child4.jpg
349,psoriasis,psoriasis64.jpg
350,psoriasis,psoriasis-scalp4.jpg
351,psoriasis,psoriasis_nail3.jpg
352,psoriasis,psoriasis_chronic_plaque41.jpg
353,psoriasis,psoriasis-inversa16.jpg
354,psoriasis,generalised_pustular_psoriasis6.jpg
355,psoriasis,psoriasis-genital4.jpg
356,psoriasis,psoriasis79.jpg
357,psoriasis,psoriasis-inversa28.jpg
358,psoriasis,psoriasis6.jpg
359,psoriasis,psoriasis-palms-soles5.jpg
360,psoriasis,psoriasis_nail80.jpg
361,psoriasis,psoriasis-inversa11.jpg
362,psoriasis,psoriasis-genital12.jpg
363,psoriasis,psoriasis22.jpg
364,psoriasis,psoriasis19.jpg
365,psoriasis,parapsoriasis-large-plaque17.jpg
366,psoriasis,psoriasis_nail74.jpg
367,psoriasis,psoriasis_nail39.jpg
368,psoriasis,psoriasis_nail15.jpg
369,psoriasis,psoriasis_guttate38.jpg
370,psoriasis,psoriasis_guttate42.jpg
371,psoriasis,psoriasis_nail33.jpg
372,psoriasis,psoriasis-scalp26.jpg
373,psoriasis,psoriasis_guttate39.jpg
374,psoriasis,parapsoriasis-large-plaque19.jpg
375,psoriasis,psoriasis_nail49.jpg
376,psoriasis,parapsoriasis-large-plaque16.jpg
377,psoriasis,generalised_pustular_psoriasis9.jpg
378,psoriasis,psoriasis_chronic_plaque40.jpg
379,psoriasis,psoriasis_nail45.jpg
380,psoriasis,psoriasis_nail69.jpg
381,psoriasis,psoriasis_nail27.jpg
382,psoriasis,psoriasis_nail93.jpg
383,psoriasis,psoriasis_chronic_plaque31.jpg
384,psoriasis,parapsoriasis-large-plaque10.jpg
385,psoriasis,psoriasis-pustular10.jpg
386,psoriasis,inverse_psoriasis4.jpg
387,psoriasis,psoriasis_nail104.jpg
388,psoriasis,psoriasis-scalp9.jpg
389,psoriasis,generalised_pustular_psoriasis15.jpg
390,psoriasis,psoriasis_guttate35.jpg
391,psoriasis,psoriasis_chronic_plaque34.jpg
392,psoriasis,psoriasis_nail17.jpg
393,psoriasis,psoriasis_guttate20.jpg
394,psoriasis,psoriasis-arthropathica2.jpg
395,psoriasis,psoriasis-of-hands13.jpg
396,psoriasis,psoriasis-inversa37.jpg
397,psoriasis,psoriasis_chronic_plaque7.jpg
398,psoriasis,parapsoriasis-en-goutte4.jpg
399,psoriasis,psoriasis-scalp29.jpg
400,psoriasis,psoriasis-pustular37.jpg
401,psoriasis,psoriasis_nail64.jpg
402,psoriasis,psoriasis-of-hands8.jpg
403,psoriasis,psoriasis_chronic_plaque42.jpg
404,psoriasis,psoriasis-inversa42.jpg
405,psoriasis,psoriasis-inversa25.jpg
406,psoriasis,psoriasis_chronic_plaque16.jpg
407,psoriasis,psoriasis_nail76.jpg
408,psoriasis,psoriasis-pustular16.jpg
409,psoriasis,psoriasis-pustular20.jpg
410,psoriasis,psoriasis_guttate25.jpg
411,psoriasis,psoriasis-in-a-child11.jpg
412,psoriasis,psoriasis-scalp19.jpg
413,psoriasis,inverse_psoriasis1.jpg
414,psoriasis,psoriasis-of-hands15.jpg
415,psoriasis,psoriasis-pustular68.jpg
416,psoriasis,psoriasis-congenital1.jpg
417,psoriasis,psoriasis21.jpg
418,psoriasis,psoriasis94.jpg
419,psoriasis,psoriasis_nail96.jpg
420,psoriasis,psoriasis-inversa7.jpg
421,psoriasis,psoriasis86.jpg
422,psoriasis,psoriasis_nail31.jpg
423,psoriasis,inverse_psoriasis7.jpg
424,psoriasis,psoriasis-scalp6.jpg
425,psoriasis,psoriasis_nail53.jpg
426,psoriasis,psoriasis_nail26.jpg
427,psoriasis,psoriasis_chronic_plaque13.jpg
428,psoriasis,psoriasis_nail28.jpg
429,psoriasis,psoriasis_nail75.jpg
430,psoriasis,psoriasis_nail43.jpg
431,psoriasis,psoriasis_nail36.jpg
432,psoriasis,parapsoriasis-large-plaque5.jpg
433,psoriasis,psoriasis72.jpg
434,psoriasis,psoriasis-of-hands5.jpg
435,psoriasis,psoriasis-psoriasis_after_erysipelas4.jpg
436,psoriasis,psoriasis_guttate24.jpg
437,psoriasis,psoriasis_chronic_plaque3.jpg
438,psoriasis,parapsoriasis-large-plaque2.jpg
439,psoriasis,psoriasis-arthropathica1.jpg
440,psoriasis,psoriasis43.jpg
441,psoriasis,psoriasis-arthropathica13.jpg
442,psoriasis,psoriasis73.jpg
443,psoriasis,psoriasis-arthropathica5.jpg
444,psoriasis,psoriasis-scalp21.jpg
445,psoriasis,psoriasis_nail18.jpg
446,psoriasis,psoriasis_chronic_plaque12.jpg
447,psoriasis,psoriasis-inversa19.jpg
448,psoriasis,psoriasis-scalp27.jpg
449,psoriasis,psoriasis-in-a-child1.jpg
450,psoriasis,psoriasis_nail103.jpg
451,psoriasis,psoriasis-arthropathica4.jpg
452,psoriasis,psoriasis_nail7.jpg
453,psoriasis,psoriasis-scalp18.jpg
454,psoriasis,psoriasis_guttate22.jpg
455,psoriasis,psoriasis_chronic_plaque20.jpg
456,psoriasis,psoriasis-scalp25.jpg
457,psoriasis,psoriasis39.jpg
458,psoriasis,psoriasis-scalp28.jpg
459,psoriasis,img?imageId=6294
460,psoriasis,img?imageId=6333
461,psoriasis,img?imageId=6335
462,psoriasis,img?imageId=6310
463,psoriasis,img?imageId=6298
464,psoriasis,img?imageId=6292
